Test Date,Borough,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,year,month
2020-03-01,Bronx,0,0,0,0,2020,3
2020-03-02,Bronx,0,0,0,0,2020,3
2020-03-03,Bronx,0,0,1,1,2020,3
2020-03-04,Bronx,0,0,0,1,2020,3
2020-03-05,Bronx,0,0,5,6,2020,3
2020-03-06,Bronx,0,0,6,12,2020,3
2020-03-07,Bronx,0,0,17,29,2020,3
2020-03-08,Bronx,1,1,16,45,2020,3
2020-03-09,Bronx,4,5,31,76,2020,3
2020-03-10,Bronx,0,5,47,123,2020,3
2020-03-11,Bronx,2,7,31,154,2020,3
2020-03-12,Bronx,3,10,36,190,2020,3
2020-03-13,Bronx,10,20,99,289,2020,3
2020-03-14,Bronx,8,28,80,369,2020,3
2020-03-15,Bronx,29,57,116,485,2020,3
2020-03-16,Bronx,29,86,151,636,2020,3
2020-03-17,Bronx,123,209,433,1069,2020,3
2020-03-18,Bronx,154,363,597,1666,2020,3
2020-03-19,Bronx,191,554,605,2271,2020,3
2020-03-20,Bronx,297,851,884,3155,2020,3
2020-03-21,Bronx,367,1218,1044,4199,2020,3
2020-03-22,Bronx,606,1824,1276,5475,2020,3
2020-03-23,Bronx,455,2279,970,6445,2020,3
2020-03-24,Bronx,611,2890,1188,7633,2020,3
2020-03-25,Bronx,838,3728,1770,9403,2020,3
2020-03-26,Bronx,829,4557,1428,10831,2020,3
2020-03-27,Bronx,846,5403,1478,12309,2020,3
2020-03-28,Bronx,901,6304,1529,13838,2020,3
2020-03-29,Bronx,658,6962,1160,14998,2020,3
2020-03-30,Bronx,804,7766,1341,16339,2020,3
2020-03-31,Bronx,1095,8861,1818,18157,2020,3
2020-04-01,Bronx,1066,9927,1754,19911,2020,4
2020-04-02,Bronx,1159,11086,1946,21857,2020,4
2020-04-03,Bronx,1229,12315,2108,23965,2020,4
2020-04-04,Bronx,1053,13368,1778,25743,2020,4
2020-04-05,Bronx,959,14327,1628,27371,2020,4
2020-04-06,Bronx,1021,15348,1996,29367,2020,4
2020-04-07,Bronx,1278,16626,2562,31929,2020,4
2020-04-08,Bronx,1166,17792,2348,34277,2020,4
2020-04-09,Bronx,1368,19160,2637,36914,2020,4
2020-04-10,Bronx,1317,20477,2580,39494,2020,4
2020-04-11,Bronx,964,21441,2081,41575,2020,4
2020-04-12,Bronx,764,22205,1623,43198,2020,4
2020-04-13,Bronx,1061,23266,2294,45492,2020,4
2020-04-14,Bronx,1387,24653,2622,48114,2020,4
2020-04-15,Bronx,1279,25932,2939,51053,2020,4
2020-04-16,Bronx,1103,27035,2793,53846,2020,4
2020-04-17,Bronx,984,28019,2597,56443,2020,4
2020-04-18,Bronx,804,28823,2162,58605,2020,4
2020-04-19,Bronx,549,29372,1707,60312,2020,4
2020-04-20,Bronx,617,29989,2050,62362,2020,4
2020-04-21,Bronx,879,30868,2942,65304,2020,4
2020-04-22,Bronx,791,31659,3084,68388,2020,4
2020-04-23,Bronx,1042,32701,3691,72079,2020,4
2020-04-24,Bronx,1482,34183,4800,76879,2020,4
2020-04-25,Bronx,787,34970,2967,79846,2020,4
2020-04-26,Bronx,586,35556,2363,82209,2020,4
2020-04-27,Bronx,438,35994,2107,84316,2020,4
2020-04-28,Bronx,606,36600,2938,87254,2020,4
2020-04-29,Bronx,644,37244,2977,90231,2020,4
2020-04-30,Bronx,541,37785,2824,93055,2020,4
2020-05-01,Bronx,665,38450,3694,96749,2020,5
2020-05-02,Bronx,466,38916,2857,99606,2020,5
2020-05-03,Bronx,307,39223,1869,101475,2020,5
2020-05-04,Bronx,253,39476,2001,103476,2020,5
2020-05-05,Bronx,363,39839,2657,106133,2020,5
2020-05-06,Bronx,342,40181,2786,108919,2020,5
2020-05-07,Bronx,352,40533,3078,111997,2020,5
2020-05-08,Bronx,271,40804,2873,114870,2020,5
2020-05-09,Bronx,255,41059,2935,117805,2020,5
2020-05-10,Bronx,237,41296,2140,119945,2020,5
2020-05-11,Bronx,145,41441,1510,121455,2020,5
2020-05-12,Bronx,236,41677,2678,124133,2020,5
2020-05-13,Bronx,303,41980,3338,127471,2020,5
2020-05-14,Bronx,539,42519,4408,131879,2020,5
2020-05-15,Bronx,293,42812,3632,135511,2020,5
2020-05-16,Bronx,210,43022,2861,138372,2020,5
2020-05-17,Bronx,136,43158,2126,140498,2020,5
2020-05-18,Bronx,112,43270,2102,142600,2020,5
2020-05-19,Bronx,148,43418,2682,145282,2020,5
2020-05-20,Bronx,185,43603,3618,148900,2020,5
2020-05-21,Bronx,163,43766,3421,152321,2020,5
2020-05-22,Bronx,155,43921,3518,155839,2020,5
2020-05-23,Bronx,216,44137,4575,160414,2020,5
2020-05-24,Bronx,110,44247,2445,162859,2020,5
2020-05-25,Bronx,117,44364,2233,165092,2020,5
2020-05-26,Bronx,139,44503,3064,168156,2020,5
2020-05-27,Bronx,250,44753,5657,173813,2020,5
2020-05-28,Bronx,221,44974,5781,179594,2020,5
2020-05-29,Bronx,142,45116,4817,184411,2020,5
2020-05-30,Bronx,137,45253,4338,188749,2020,5
2020-05-31,Bronx,106,45359,3997,192746,2020,5
2020-06-01,Bronx,107,45466,4069,196815,2020,6
2020-06-02,Bronx,105,45571,3579,200394,2020,6
2020-06-03,Bronx,117,45688,4303,204697,2020,6
2020-06-04,Bronx,90,45778,4606,209303,2020,6
2020-06-05,Bronx,104,45882,5144,214447,2020,6
2020-06-06,Bronx,98,45980,4164,218611,2020,6
2020-06-07,Bronx,72,46052,3718,222329,2020,6
2020-06-08,Bronx,75,46127,3214,225543,2020,6
2020-06-09,Bronx,96,46223,4468,230011,2020,6
2020-06-10,Bronx,93,46316,3929,233940,2020,6
2020-06-11,Bronx,80,46396,4894,238834,2020,6
2020-06-12,Bronx,105,46501,5869,244703,2020,6
2020-06-13,Bronx,66,46567,4578,249281,2020,6
2020-06-14,Bronx,78,46645,4689,253970,2020,6
2020-06-15,Bronx,65,46710,4542,258512,2020,6
2020-06-16,Bronx,68,46778,5106,263618,2020,6
2020-06-17,Bronx,52,46830,5556,269174,2020,6
2020-06-18,Bronx,85,46915,6272,275446,2020,6
2020-06-19,Bronx,64,46979,5007,280453,2020,6
2020-06-20,Bronx,48,47027,4694,285147,2020,6
2020-06-21,Bronx,65,47092,4917,290064,2020,6
2020-06-22,Bronx,62,47154,3723,293787,2020,6
2020-06-23,Bronx,76,47230,3549,297336,2020,6
2020-06-24,Bronx,64,47294,4930,302266,2020,6
2020-06-25,Bronx,89,47383,4377,306643,2020,6
2020-06-26,Bronx,73,47456,5794,312437,2020,6
2020-06-27,Bronx,58,47514,5208,317645,2020,6
2020-06-28,Bronx,41,47555,3588,321233,2020,6
2020-06-29,Bronx,43,47598,4056,325289,2020,6
2020-06-30,Bronx,53,47651,4725,330014,2020,6
2020-07-01,Bronx,107,47758,5267,335281,2020,7
2020-07-02,Bronx,80,47838,5521,340802,2020,7
2020-07-03,Bronx,64,47902,4449,345251,2020,7
2020-07-04,Bronx,36,47938,4275,349526,2020,7
2020-07-05,Bronx,56,47994,4111,353637,2020,7
2020-07-06,Bronx,44,48038,3695,357332,2020,7
2020-07-07,Bronx,38,48076,3456,360788,2020,7
2020-07-08,Bronx,50,48126,3993,364781,2020,7
2020-07-09,Bronx,82,48208,5706,370487,2020,7
2020-07-10,Bronx,59,48267,4932,375419,2020,7
2020-07-11,Bronx,60,48327,4401,379820,2020,7
2020-07-12,Bronx,50,48377,3980,383800,2020,7
2020-07-13,Bronx,56,48433,4169,387969,2020,7
2020-07-14,Bronx,63,48496,4435,392404,2020,7
2020-07-15,Bronx,79,48575,5635,398039,2020,7
2020-07-16,Bronx,68,48643,5250,403289,2020,7
2020-07-17,Bronx,72,48715,5748,409037,2020,7
2020-07-18,Bronx,54,48769,4297,413334,2020,7
2020-07-19,Bronx,68,48837,3543,416877,2020,7
2020-07-20,Bronx,89,48926,4443,421320,2020,7
2020-07-21,Bronx,91,49017,5492,426812,2020,7
2020-07-22,Bronx,69,49086,4802,431614,2020,7
2020-07-23,Bronx,114,49200,5276,436890,2020,7
2020-07-24,Bronx,80,49280,4754,441644,2020,7
2020-07-25,Bronx,56,49336,3711,445355,2020,7
2020-07-26,Bronx,52,49388,3459,448814,2020,7
2020-07-27,Bronx,34,49422,3654,452468,2020,7
2020-07-28,Bronx,59,49481,3397,455865,2020,7
2020-07-29,Bronx,46,49527,4741,460606,2020,7
2020-07-30,Bronx,46,49573,3994,464600,2020,7
2020-07-31,Bronx,53,49626,5253,469853,2020,7
2020-08-01,Bronx,50,49676,3384,473237,2020,8
2020-08-02,Bronx,38,49714,3630,476867,2020,8
2020-08-03,Bronx,109,49823,7059,483926,2020,8
2020-08-04,Bronx,83,49906,5301,489227,2020,8
2020-08-05,Bronx,74,49980,5205,494432,2020,8
2020-08-06,Bronx,77,50057,5151,499583,2020,8
2020-08-07,Bronx,63,50120,4634,504217,2020,8
2020-08-08,Bronx,68,50188,5261,509478,2020,8
2020-08-09,Bronx,38,50226,4747,514225,2020,8
2020-08-10,Bronx,52,50278,5083,519308,2020,8
2020-08-11,Bronx,91,50369,7934,527242,2020,8
2020-08-12,Bronx,116,50485,7110,534352,2020,8
2020-08-13,Bronx,94,50579,6420,540772,2020,8
2020-08-14,Bronx,72,50651,6849,547621,2020,8
2020-08-15,Bronx,73,50724,6399,554020,2020,8
2020-08-16,Bronx,62,50786,4742,558762,2020,8
2020-08-17,Bronx,54,50840,4675,563437,2020,8
2020-08-18,Bronx,67,50907,5591,569028,2020,8
2020-08-19,Bronx,47,50954,5402,574430,2020,8
2020-08-20,Bronx,56,51010,6412,580842,2020,8
2020-08-21,Bronx,57,51067,6574,587416,2020,8
2020-08-22,Bronx,70,51137,4937,592353,2020,8
2020-08-23,Bronx,57,51194,5141,597494,2020,8
2020-08-24,Bronx,45,51239,4296,601790,2020,8
2020-08-25,Bronx,53,51292,5358,607148,2020,8
2020-08-26,Bronx,65,51357,5535,612683,2020,8
2020-08-27,Bronx,49,51406,6190,618873,2020,8
2020-08-28,Bronx,62,51468,6305,625178,2020,8
2020-08-29,Bronx,65,51533,6778,631956,2020,8
2020-08-30,Bronx,77,51610,4854,636810,2020,8
2020-08-31,Bronx,53,51663,4880,641690,2020,8
2020-09-01,Bronx,48,51711,7314,649004,2020,9
2020-09-02,Bronx,57,51768,5696,654700,2020,9
2020-09-03,Bronx,52,51820,6594,661294,2020,9
2020-09-04,Bronx,40,51860,6365,667659,2020,9
2020-09-05,Bronx,52,51912,5858,673517,2020,9
2020-09-06,Bronx,32,51944,4414,677931,2020,9
2020-09-07,Bronx,40,51984,5366,683297,2020,9
2020-09-08,Bronx,34,52018,5571,688868,2020,9
2020-09-09,Bronx,58,52076,5655,694523,2020,9
2020-09-10,Bronx,49,52125,5615,700138,2020,9
2020-09-11,Bronx,61,52186,7455,707593,2020,9
2020-09-12,Bronx,49,52235,4625,712218,2020,9
2020-09-13,Bronx,46,52281,4288,716506,2020,9
2020-09-14,Bronx,54,52335,4856,721362,2020,9
2020-09-15,Bronx,36,52371,4810,726172,2020,9
2020-09-16,Bronx,51,52422,5950,732122,2020,9
2020-09-17,Bronx,46,52468,5601,737723,2020,9
2020-09-18,Bronx,58,52526,6097,743820,2020,9
2020-09-19,Bronx,52,52578,7106,750926,2020,9
2020-09-20,Bronx,41,52619,3854,754780,2020,9
2020-09-21,Bronx,47,52666,5869,760649,2020,9
2020-09-22,Bronx,44,52710,5074,765723,2020,9
2020-09-23,Bronx,46,52756,5812,771535,2020,9
2020-09-24,Bronx,59,52815,7131,778666,2020,9
2020-09-25,Bronx,57,52872,6388,785054,2020,9
2020-09-26,Bronx,48,52920,4941,789995,2020,9
2020-09-27,Bronx,36,52956,3456,793451,2020,9
2020-09-28,Bronx,69,53025,6624,800075,2020,9
2020-09-29,Bronx,66,53091,6152,806227,2020,9
2020-09-30,Bronx,78,53169,6093,812320,2020,9
2020-10-01,Bronx,63,53232,6554,818874,2020,10
2020-10-02,Bronx,66,53298,6513,825387,2020,10
2020-10-03,Bronx,55,53353,5282,830669,2020,10
2020-10-04,Bronx,64,53417,4521,835190,2020,10
2020-10-05,Bronx,84,53501,6190,841380,2020,10
2020-10-06,Bronx,55,53556,5842,847222,2020,10
2020-10-07,Bronx,61,53617,6595,853817,2020,10
2020-10-08,Bronx,74,53691,7217,861034,2020,10
2020-10-09,Bronx,71,53762,6783,867817,2020,10
2020-10-10,Bronx,74,53836,6143,873960,2020,10
2020-10-11,Bronx,58,53894,3930,877890,2020,10
2020-10-12,Bronx,66,53960,6546,884436,2020,10
2020-10-13,Bronx,46,54006,6116,890552,2020,10
2020-10-14,Bronx,71,54077,6174,896726,2020,10
2020-10-15,Bronx,121,54198,7400,904126,2020,10
2020-10-16,Bronx,109,54307,9054,913180,2020,10
2020-10-17,Bronx,102,54409,6911,920091,2020,10
2020-10-18,Bronx,63,54472,5081,925172,2020,10
2020-10-19,Bronx,51,54523,5727,930899,2020,10
2020-10-20,Bronx,105,54628,7912,938811,2020,10
2020-10-21,Bronx,78,54706,6996,945807,2020,10
2020-10-22,Bronx,86,54792,7642,953449,2020,10
2020-10-23,Bronx,100,54892,9802,963251,2020,10
2020-10-24,Bronx,119,55011,6745,969996,2020,10
2020-10-25,Bronx,75,55086,4808,974804,2020,10
2020-10-26,Bronx,127,55213,7625,982429,2020,10
2020-10-27,Bronx,141,55354,7498,989927,2020,10
2020-10-28,Bronx,173,55527,8348,998275,2020,10
2020-10-29,Bronx,134,55661,8374,1006649,2020,10
2020-10-30,Bronx,106,55767,6473,1013122,2020,10
2020-10-31,Bronx,145,55912,7975,1021097,2020,10
2020-11-01,Bronx,87,55999,5713,1026810,2020,11
2020-11-02,Bronx,166,56165,7615,1034425,2020,11
2020-11-03,Bronx,127,56292,9344,1043769,2020,11
2020-11-04,Bronx,168,56460,8765,1052534,2020,11
2020-11-05,Bronx,195,56655,8772,1061306,2020,11
2020-11-06,Bronx,162,56817,8258,1069564,2020,11
2020-11-07,Bronx,247,57064,7618,1077182,2020,11
2020-11-08,Bronx,170,57234,6413,1083595,2020,11
2020-11-09,Bronx,191,57425,7110,1090705,2020,11
2020-11-10,Bronx,232,57657,8467,1099172,2020,11
2020-11-11,Bronx,260,57917,10011,1109183,2020,11
2020-11-12,Bronx,288,58205,9635,1118818,2020,11
2020-11-13,Bronx,286,58491,10066,1128884,2020,11
2020-11-14,Bronx,221,58712,8575,1137459,2020,11
2020-11-15,Bronx,193,58905,7790,1145249,2020,11
2020-11-16,Bronx,360,59265,9704,1154953,2020,11
2020-11-17,Bronx,283,59548,7300,1162253,2020,11
2020-11-18,Bronx,308,59856,11469,1173722,2020,11
2020-11-19,Bronx,377,60233,11946,1185668,2020,11
2020-11-20,Bronx,402,60635,10570,1196238,2020,11
2020-11-21,Bronx,344,60979,10351,1206589,2020,11
2020-11-22,Bronx,337,61316,9809,1216398,2020,11
2020-11-23,Bronx,301,61617,8453,1224851,2020,11
2020-11-24,Bronx,347,61964,8787,1233638,2020,11
2020-11-25,Bronx,414,62378,11708,1245346,2020,11
2020-11-26,Bronx,392,62770,10035,1255381,2020,11
2020-11-27,Bronx,379,63149,9203,1264584,2020,11
2020-11-28,Bronx,399,63548,9829,1274413,2020,11
2020-11-29,Bronx,449,63997,9560,1283973,2020,11
2020-11-30,Bronx,497,64494,10467,1294440,2020,11
2020-12-01,Bronx,511,65005,10712,1305152,2020,12
2020-12-02,Bronx,525,65530,10720,1315872,2020,12
2020-12-03,Bronx,598,66128,12932,1328804,2020,12
2020-12-04,Bronx,554,66682,12632,1341436,2020,12
2020-12-05,Bronx,575,67257,12827,1354263,2020,12
2020-12-06,Bronx,497,67754,9573,1363836,2020,12
2020-12-07,Bronx,691,68445,11975,1375811,2020,12
2020-12-08,Bronx,559,69004,11463,1387274,2020,12
2020-12-09,Bronx,536,69540,13004,1400278,2020,12
2020-12-10,Bronx,545,70085,13299,1413577,2020,12
2020-12-11,Bronx,582,70667,14137,1427714,2020,12
2020-12-12,Bronx,596,71263,14842,1442556,2020,12
2020-12-13,Bronx,475,71738,10333,1452889,2020,12
2020-12-14,Bronx,671,72409,12776,1465665,2020,12
2020-12-15,Bronx,601,73010,11360,1477025,2020,12
2020-12-16,Bronx,675,73685,14431,1491456,2020,12
2020-12-17,Bronx,720,74405,15274,1506730,2020,12
2020-12-18,Bronx,511,74916,9822,1516552,2020,12
2020-12-19,Bronx,580,75496,12049,1528601,2020,12
2020-12-20,Bronx,473,75969,8681,1537282,2020,12
2020-12-21,Bronx,542,76511,9974,1547256,2020,12
2020-12-22,Bronx,637,77148,11328,1558584,2020,12
2020-12-23,Bronx,739,77887,14098,1572682,2020,12
2020-12-24,Bronx,776,78663,13179,1585861,2020,12
2020-12-25,Bronx,645,79308,12212,1598073,2020,12
2020-12-26,Bronx,451,79759,8838,1606911,2020,12
2020-12-27,Bronx,591,80350,7063,1613974,2020,12
2020-12-28,Bronx,754,81104,11558,1625532,2020,12
2020-12-29,Bronx,778,81882,8649,1634181,2020,12
2020-12-30,Bronx,1110,82992,15473,1649654,2020,12
2020-12-31,Bronx,983,83975,12937,1662591,2020,12
2021-01-01,Bronx,1094,85069,13672,1676263,2021,1
2021-01-02,Bronx,577,85646,7217,1683480,2021,1
2021-01-03,Bronx,631,86277,7455,1690935,2021,1
2021-01-04,Bronx,796,87073,12710,1703645,2021,1
2021-01-05,Bronx,871,87944,10740,1714385,2021,1
2021-01-06,Bronx,1224,89168,14834,1729219,2021,1
2021-01-07,Bronx,1185,90353,15694,1744913,2021,1
2021-01-08,Bronx,1051,91404,15365,1760278,2021,1
2021-01-09,Bronx,906,92310,15255,1775533,2021,1
2021-01-10,Bronx,997,93307,12524,1788057,2021,1
2021-01-11,Bronx,1094,94401,14373,1802430,2021,1
2021-01-12,Bronx,944,95345,11933,1814363,2021,1
2021-01-13,Bronx,1024,96369,13746,1828109,2021,1
2021-01-14,Bronx,1434,97803,21084,1849193,2021,1
2021-01-15,Bronx,1227,99030,18569,1867762,2021,1
2021-01-16,Bronx,1085,100115,15650,1883412,2021,1
2021-01-17,Bronx,1055,101170,12518,1895930,2021,1
2021-01-18,Bronx,1057,102227,13779,1909709,2021,1
2021-01-19,Bronx,789,103016,11814,1921523,2021,1
2021-01-20,Bronx,1087,104103,14683,1936206,2021,1
2021-01-21,Bronx,1256,105359,18045,1954251,2021,1
2021-01-22,Bronx,1227,106586,17143,1971394,2021,1
2021-01-23,Bronx,1229,107815,16911,1988305,2021,1
2021-01-24,Bronx,1180,108995,17973,2006278,2021,1
2021-01-25,Bronx,966,109961,11351,2017629,2021,1
2021-01-26,Bronx,885,110846,14393,2032022,2021,1
2021-01-27,Bronx,1231,112077,17826,2049848,2021,1
2021-01-28,Bronx,1156,113233,17959,2067807,2021,1
2021-01-29,Bronx,1143,114376,16492,2084299,2021,1
2021-01-30,Bronx,1051,115427,15693,2099992,2021,1
2021-01-31,Bronx,878,116305,12274,2112266,2021,1
2021-02-01,Bronx,799,117104,11193,2123459,2021,2
2021-02-02,Bronx,473,117577,7688,2131147,2021,2
2021-02-03,Bronx,503,118080,8461,2139608,2021,2
2021-02-04,Bronx,743,118823,11023,2150631,2021,2
2021-02-05,Bronx,1024,119847,16021,2166652,2021,2
2021-02-06,Bronx,1223,121070,16118,2182770,2021,2
2021-02-07,Bronx,1014,122084,15290,2198060,2021,2
2021-02-08,Bronx,939,123023,11654,2209714,2021,2
2021-02-09,Bronx,728,123751,12874,2222588,2021,2
2021-02-10,Bronx,1232,124983,18786,2241374,2021,2
2021-02-11,Bronx,918,125901,15735,2257109,2021,2
2021-02-12,Bronx,1002,126903,17006,2274115,2021,2
2021-02-13,Bronx,798,127701,12878,2286993,2021,2
2021-02-14,Bronx,723,128424,13448,2300441,2021,2
2021-02-15,Bronx,694,129118,10119,2310560,2021,2
2021-02-16,Bronx,573,129691,9582,2320142,2021,2
2021-02-17,Bronx,668,130359,13431,2333573,2021,2
2021-02-18,Bronx,1074,131433,16704,2350277,2021,2
2021-02-19,Bronx,798,132231,15013,2365290,2021,2
2021-02-20,Bronx,650,132881,10965,2376255,2021,2
2021-02-21,Bronx,648,133529,9944,2386199,2021,2
2021-02-22,Bronx,692,134221,10131,2396330,2021,2
2021-02-23,Bronx,469,134690,13036,2409366,2021,2
2021-02-24,Bronx,935,135625,16980,2426346,2021,2
2021-02-25,Bronx,935,136560,18621,2444967,2021,2
2021-02-26,Bronx,842,137402,17950,2462917,2021,2
2021-02-27,Bronx,824,138226,16074,2478991,2021,2
2021-02-28,Bronx,670,138896,14206,2493197,2021,2
2021-03-01,Bronx,600,139496,8959,2502156,2021,3
2021-03-02,Bronx,754,140250,13455,2515611,2021,3
2021-03-03,Bronx,731,140981,16338,2531949,2021,3
2021-03-04,Bronx,930,141911,19644,2551593,2021,3
2021-03-05,Bronx,778,142689,16995,2568588,2021,3
2021-03-06,Bronx,618,143307,13100,2581688,2021,3
2021-03-07,Bronx,456,143763,9051,2590739,2021,3
2021-03-08,Bronx,728,144491,14967,2605706,2021,3
2021-03-09,Bronx,561,145052,13161,2618867,2021,3
2021-03-10,Bronx,611,145663,14088,2632955,2021,3
2021-03-11,Bronx,910,146573,18594,2651549,2021,3
2021-03-12,Bronx,582,147155,13639,2665188,2021,3
2021-03-13,Bronx,437,147592,9652,2674840,2021,3
2021-03-14,Bronx,451,148043,8181,2683021,2021,3
2021-03-15,Bronx,556,148599,11041,2694062,2021,3
2021-03-16,Bronx,975,149574,19610,2713672,2021,3
2021-03-17,Bronx,701,150275,16432,2730104,2021,3
2021-03-18,Bronx,745,151020,18188,2748292,2021,3
2021-03-19,Bronx,643,151663,16421,2764713,2021,3
2021-03-20,Bronx,713,152376,15129,2779842,2021,3
2021-03-21,Bronx,631,153007,9751,2789593,2021,3
2021-03-22,Bronx,529,153536,9804,2799397,2021,3
2021-03-23,Bronx,552,154088,12353,2811750,2021,3
2021-03-24,Bronx,655,154743,16477,2828227,2021,3
2021-03-25,Bronx,708,155451,17435,2845662,2021,3
2021-03-26,Bronx,722,156173,15689,2861351,2021,3
2021-03-27,Bronx,883,157056,18132,2879483,2021,3
2021-03-28,Bronx,837,157893,15486,2894969,2021,3
2021-03-29,Bronx,565,158458,10882,2905851,2021,3
2021-03-30,Bronx,730,159188,14993,2920844,2021,3
2021-03-31,Bronx,815,160003,16706,2937550,2021,3
2021-04-01,Bronx,652,160655,16484,2954034,2021,4
2021-04-02,Bronx,620,161275,13774,2967808,2021,4
2021-04-03,Bronx,650,161925,14242,2982050,2021,4
2021-04-04,Bronx,488,162413,11179,2993229,2021,4
2021-04-05,Bronx,439,162852,8224,3001453,2021,4
2021-04-06,Bronx,551,163403,13769,3015222,2021,4
2021-04-07,Bronx,580,163983,17790,3033012,2021,4
2021-04-08,Bronx,712,164695,20196,3053208,2021,4
2021-04-09,Bronx,579,165274,19027,3072235,2021,4
2021-04-10,Bronx,501,165775,15043,3087278,2021,4
2021-04-11,Bronx,345,166120,9422,3096700,2021,4
2021-04-12,Bronx,342,166462,7628,3104328,2021,4
2021-04-13,Bronx,377,166839,11450,3115778,2021,4
2021-04-14,Bronx,420,167259,14876,3130654,2021,4
2021-04-15,Bronx,549,167808,16628,3147282,2021,4
2021-04-16,Bronx,666,168474,25470,3172752,2021,4
2021-04-17,Bronx,452,168926,16771,3189523,2021,4
2021-04-18,Bronx,320,169246,10795,3200318,2021,4
2021-04-19,Bronx,290,169536,7894,3208212,2021,4
2021-04-20,Bronx,272,169808,13153,3221365,2021,4
2021-04-21,Bronx,434,170242,17758,3239123,2021,4
2021-04-22,Bronx,336,170578,16505,3255628,2021,4
2021-04-23,Bronx,319,170897,15795,3271423,2021,4
2021-04-24,Bronx,302,171199,16311,3287734,2021,4
2021-04-25,Bronx,194,171393,8924,3296658,2021,4
2021-04-26,Bronx,188,171581,7505,3304163,2021,4
2021-04-27,Bronx,184,171765,11390,3315553,2021,4
2021-04-28,Bronx,304,172069,17840,3333393,2021,4
2021-04-29,Bronx,280,172349,16553,3349946,2021,4
2021-04-30,Bronx,247,172596,16915,3366861,2021,4
2021-05-01,Bronx,212,172808,13348,3380209,2021,5
2021-05-02,Bronx,140,172948,7913,3388122,2021,5
2021-05-03,Bronx,139,173087,6870,3394992,2021,5
2021-05-04,Bronx,262,173349,15276,3410268,2021,5
2021-05-05,Bronx,153,173502,14422,3424690,2021,5
2021-05-06,Bronx,152,173654,15202,3439892,2021,5
2021-05-07,Bronx,234,173888,17620,3457512,2021,5
2021-05-08,Bronx,145,174033,11453,3468965,2021,5
2021-05-09,Bronx,118,174151,7987,3476952,2021,5
2021-05-10,Bronx,73,174224,7033,3483985,2021,5
2021-05-11,Bronx,132,174356,12406,3496391,2021,5
2021-05-12,Bronx,151,174507,16929,3513320,2021,5
2021-05-13,Bronx,139,174646,15729,3529049,2021,5
2021-05-14,Bronx,108,174754,13210,3542259,2021,5
2021-05-15,Bronx,111,174865,11969,3554228,2021,5
2021-05-16,Bronx,72,174937,7874,3562102,2021,5
2021-05-17,Bronx,72,175009,7019,3569121,2021,5
2021-05-18,Bronx,69,175078,11544,3580665,2021,5
2021-05-19,Bronx,130,175208,15718,3596383,2021,5
2021-05-20,Bronx,82,175290,13948,3610331,2021,5
2021-05-21,Bronx,95,175385,13618,3623949,2021,5
2021-05-22,Bronx,69,175454,10477,3634426,2021,5
2021-05-23,Bronx,65,175519,6302,3640728,2021,5
2021-05-24,Bronx,39,175558,6565,3647293,2021,5
2021-05-25,Bronx,54,175612,11244,3658537,2021,5
2021-05-26,Bronx,67,175679,12472,3671009,2021,5
2021-05-27,Bronx,89,175768,14830,3685839,2021,5
2021-05-28,Bronx,54,175822,12062,3697901,2021,5
2021-05-29,Bronx,58,175880,10435,3708336,2021,5
2021-05-30,Bronx,36,175916,5829,3714165,2021,5
2021-05-31,Bronx,44,175960,4509,3718674,2021,5
2021-06-01,Bronx,26,175986,5164,3723838,2021,6
2021-06-02,Bronx,55,176041,11334,3735172,2021,6
2021-06-03,Bronx,65,176106,17314,3752486,2021,6
2021-06-04,Bronx,68,176174,10401,3762887,2021,6
2021-06-05,Bronx,56,176230,10098,3772985,2021,6
2021-06-06,Bronx,52,176282,5727,3778712,2021,6
2021-06-07,Bronx,55,176337,6139,3784851,2021,6
2021-06-08,Bronx,44,176381,10318,3795169,2021,6
2021-06-09,Bronx,96,176477,13174,3808343,2021,6
2021-06-10,Bronx,49,176526,10357,3818700,2021,6
2021-06-11,Bronx,56,176582,12718,3831418,2021,6
2021-06-12,Bronx,35,176617,10669,3842087,2021,6
2021-06-13,Bronx,38,176655,5571,3847658,2021,6
2021-06-14,Bronx,35,176690,4916,3852574,2021,6
2021-06-15,Bronx,32,176722,9154,3861728,2021,6
2021-06-16,Bronx,44,176766,10665,3872393,2021,6
2021-06-17,Bronx,41,176807,9482,3881875,2021,6
2021-06-18,Bronx,40,176847,10905,3892780,2021,6
2021-06-19,Bronx,26,176873,8020,3900800,2021,6
2021-06-20,Bronx,17,176890,5367,3906167,2021,6
2021-06-21,Bronx,24,176914,5136,3911303,2021,6
2021-06-22,Bronx,30,176944,8367,3919670,2021,6
2021-06-23,Bronx,22,176966,9426,3929096,2021,6
2021-06-24,Bronx,23,176989,8622,3937718,2021,6
2021-06-25,Bronx,36,177025,9595,3947313,2021,6
2021-06-26,Bronx,21,177046,6334,3953647,2021,6
2021-06-27,Bronx,19,177065,4769,3958416,2021,6
2021-06-28,Bronx,23,177088,5338,3963754,2021,6
2021-06-29,Bronx,36,177124,7203,3970957,2021,6
2021-06-30,Bronx,28,177152,5815,3976772,2021,6
2021-07-01,Bronx,42,177194,5659,3982431,2021,7
2021-07-02,Bronx,28,177222,6629,3989060,2021,7
