Borough,year,month,Refuse,Paper,MGP
Brooklyn,2020,8,2415.9,182.5,248.0
Brooklyn,2021,2,1801.2,163.2,188.1
Brooklyn,2021,6,2417.8,214.3,260.4
Queens,2020,4,2702.2,393.0,482.4
Queens,2021,1,2931.6,460.6,467.9
Queens,2020,8,3560.9,439.2,456.5
Queens,2021,5,3162.5,425.6,397.7
Queens,2021,9,3436.5,508.0,425.1
Queens,2021,4,3813.3,336.5,613.2
Brooklyn,2020,2,5717.2,603.1,395.3
Brooklyn,2020,3,6505.4,698.4,477.3
Brooklyn,2021,9,7192.7,773.8,424.3
Queens,2020,8,4811.8,382.5,671.0
Queens,2021,1,3515.7,382.2,571.5
Queens,2021,4,3767.5,323.9,562.0
Queens,2021,1,2964.9,284.1,307.5
Queens,2020,10,3438.8,305.6,344.3
Queens,2021,4,3022.0,258.9,318.5
Queens,2021,11,698.0,50.1,50.9
Brooklyn,2020,6,2608.2,489.3,478.0
Brooklyn,2020,10,2745.0,566.2,464.3
Bronx,2020,7,3683.3,314.9,514.5
Bronx,2020,11,3441.7,265.8,385.6
Bronx,2021,2,2536.8,259.8,313.9
Bronx,2020,12,3268.6,359.4,452.1
Bronx,2020,5,3495.3,315.2,472.7
Queens,2020,4,2874.2,468.8,539.9
Queens,2020,8,3671.5,472.0,516.1
Queens,2020,2,2242.2,391.5,373.3
Queens,2020,12,3152.1,570.2,529.2
Queens,2021,5,3309.8,433.7,455.1
Queens,2021,8,3323.6,444.5,435.3
Queens,2020,6,4411.6,512.3,532.7
Queens,2020,1,3374.4,468.9,411.6
Queens,2020,8,4377.6,478.7,479.9
Queens,2021,3,3838.5,481.6,462.6
Brooklyn,2020,9,3693.2,528.5,522.8
Brooklyn,2021,5,3460.6,461.7,446.8
Brooklyn,2020,9,4968.1,353.6,545.3
Brooklyn,2021,5,4701.9,326.9,472.9
Queens,2020,3,2749.2,398.6,392.8
Bronx,2020,5,2477.3,341.8,420.7
Brooklyn,2020,12,2851.4,432.3,380.6
Brooklyn,2021,5,2670.2,311.7,298.9
Bronx,2020,9,2354.1,184.0,190.4
Bronx,2020,12,2275.7,177.0,181.3
Bronx,2020,11,2244.8,166.2,157.7
Bronx,2021,4,2026.2,141.5,137.0
Bronx,2021,5,2152.2,147.8,150.8
Bronx,2021,9,2412.1,148.5,153.0
Brooklyn,2020,4,1997.0,107.7,186.9
Bronx,2020,7,1810.6,168.9,218.6
Bronx,2020,1,1484.8,125.2,183.9
Bronx,2020,3,1480.0,94.9,142.8
Bronx,2020,11,1614.8,99.9,126.3
Manhattan,2020,3,4382.9,1067.6,804.7
Manhattan,2020,9,4562.1,1007.1,731.3
Manhattan,2020,4,3494.5,819.9,775.9
Manhattan,2020,5,3921.4,850.0,752.6
Manhattan,2021,1,4122.7,1046.4,816.0
Manhattan,2020,8,4379.0,890.3,729.1
Manhattan,2021,6,4783.4,1057.1,741.5
Manhattan,2021,11,1073.1,267.3,163.5
Manhattan,2021,5,2666.7,367.0,313.0
Manhattan,2020,6,1696.7,366.2,320.2
Manhattan,2021,1,1659.6,397.0,296.3
Manhattan,2021,4,1668.0,399.2,282.7
Manhattan,2021,7,1850.3,410.9,263.2
Manhattan,2021,10,2018.2,454.6,283.5
Manhattan,2020,3,2487.5,269.5,273.6
Manhattan,2021,2,2335.0,241.5,231.5
Manhattan,2021,6,2939.2,296.3,280.1
Manhattan,2021,9,2767.0,303.1,268.7
Bronx,2020,7,4772.9,369.4,457.8
Bronx,2020,6,4684.4,433.8,535.5
Bronx,2021,6,4422.1,342.5,420.5
Bronx,2021,10,4138.6,307.1,376.5
Brooklyn,2020,12,5989.1,925.8,661.6
Brooklyn,2021,6,5909.5,760.7,579.7
Brooklyn,2020,10,4542.0,486.7,473.9
Manhattan,2020,9,5283.8,545.6,588.1
Manhattan,2020,7,1275.6,248.5,183.8
Manhattan,2020,6,1147.4,231.0,181.8
Bronx,2020,6,4088.9,350.4,468.3
Bronx,2020,5,3886.9,278.9,402.6
Bronx,2020,9,3768.6,307.9,441.2
Bronx,2021,2,3109.6,229.4,309.4
Bronx,2021,3,3715.8,270.8,409.7
Bronx,2020,8,3915.2,304.2,441.9
Manhattan,2021,2,2328.0,484.4,395.4
Manhattan,2021,9,2857.0,655.6,400.4
Manhattan,2021,3,2230.2,244.4,262.4
Brooklyn,2020,1,2879.2,307.5,285.8
Brooklyn,2020,3,2795.8,264.9,236.5
Brooklyn,2020,8,3204.9,307.6,283.4
Brooklyn,2021,11,742.9,64.6,59.3
Manhattan,2020,8,2407.5,221.2,218.3
Manhattan,2021,3,2288.5,240.2,220.0
Manhattan,2021,11,610.5,50.5,42.8
Bronx,2020,10,3923.0,393.4,623.1
Bronx,2020,4,3550.1,281.2,499.9
Bronx,2020,8,4052.6,389.3,600.6
Bronx,2021,5,3661.0,348.6,523.1
Manhattan,2020,6,2298.1,409.7,381.8
Manhattan,2020,11,2242.7,409.9,350.3
Manhattan,2021,4,2031.4,526.0,425.2
Manhattan,2020,5,1089.3,284.8,245.0
Manhattan,2021,6,1386.3,380.4,229.6
Manhattan,2021,5,1294.2,393.6,247.8
Brooklyn,2020,3,2972.4,279.9,400.7
Brooklyn,2020,4,2908.5,282.3,443.4
Brooklyn,2021,3,3543.2,335.1,422.1
Brooklyn,2020,12,3379.6,353.5,449.7
Brooklyn,2021,10,3618.4,301.3,378.8
Bronx,2021,10,2217.7,126.3,155.4
Bronx,2020,4,2197.1,153.9,239.8
Bronx,2020,6,2728.9,243.8,292.8
Brooklyn,2020,4,2925.0,390.7,435.7
Brooklyn,2021,2,2903.6,350.4,354.6
Staten,2020,8,6861.7,747.8,830.3
Staten,2021,4,5782.0,757.7,758.5
Brooklyn,2020,1,4881.9,647.8,589.8
Brooklyn,2020,12,5344.1,707.0,635.2
Brooklyn,2021,9,5612.8,598.2,547.7
Queens,2020,2,4045.7,530.6,650.9
Queens,2020,6,5693.4,678.2,1089.5
Queens,2021,7,5448.0,658.5,764.0
Brooklyn,2020,2,4388.2,461.7,525.5
Brooklyn,2020,8,6639.9,588.2,776.9
Bronx,2020,9,4236.0,289.9,465.1
Bronx,2020,7,4461.4,322.7,496.6
Bronx,2021,2,3161.9,216.9,317.8
Bronx,2021,7,4327.0,293.8,456.7
Staten,2020,9,6081.8,612.6,892.7
Staten,2021,5,5983.9,596.2,786.4
Bronx,2020,8,3068.0,320.5,531.8
Bronx,2021,8,2851.3,299.5,377.4
Queens,2020,1,6084.4,483.9,875.9
Queens,2020,12,7175.7,648.6,1024.4
Queens,2020,8,8452.2,558.4,1085.0
Queens,2021,6,8557.8,568.9,1017.6
Queens,2020,11,7505.6,497.2,859.5
Brooklyn,2021,4,4343.1,515.8,487.5
Brooklyn,2021,8,4592.1,497.6,479.1
Brooklyn,2021,11,1076.6,58.1,98.4
Brooklyn,2021,1,2126.6,611.2,481.5
Brooklyn,2020,10,2368.5,642.0,493.0
Queens,2021,2,4059.9,350.7,451.2
Queens,2021,5,5124.7,367.1,503.7
Queens,2021,10,5482.3,380.0,504.2
Staten,2020,11,4976.6,530.5,530.5
Staten,2020,4,4378.4,560.4,657.5
Staten,2021,1,3950.4,574.7,605.6
Staten,2021,3,4538.7,557.1,620.0
Queens,2020,4,6075.1,782.4,861.1
Queens,2020,10,7239.3,862.8,895.0
Queens,2021,4,6315.3,723.0,751.1
Queens,2021,6,7782.1,836.2,841.6
Queens,2021,1,6141.7,833.0,830.5
Queens,2021,9,7748.2,897.2,879.0
Brooklyn,2020,11,5135.9,495.4,447.5
Brooklyn,2021,6,5453.9,528.0,464.7
Brooklyn,2020,2,1727.2,154.2,194.9
Brooklyn,2020,1,1931.7,194.2,251.9
Brooklyn,2020,4,1852.9,160.0,234.0
Queens,2021,7,3426.7,474.7,424.8
Queens,2021,1,3924.5,363.4,587.0
Queens,2021,5,4145.9,333.2,617.1
Brooklyn,2020,5,6182.3,760.3,450.2
Queens,2020,2,2999.8,297.5,435.2
Queens,2020,12,3923.3,466.4,643.7
Queens,2020,11,4307.4,357.2,563.3
Queens,2021,10,4260.7,355.6,501.4
Queens,2021,11,1121.7,85.4,114.7
Queens,2020,4,2843.8,248.7,313.4
Queens,2021,8,3648.4,257.7,270.8
Brooklyn,2021,2,2068.2,460.3,395.6
Brooklyn,2021,7,2766.5,525.2,417.1
Bronx,2021,6,3613.1,327.3,401.3
Bronx,2021,10,3418.8,299.2,357.1
Bronx,2021,8,3362.4,281.5,348.0
Bronx,2021,9,3600.8,332.0,383.5
Queens,2021,7,3471.4,491.2,472.1
Queens,2020,2,3018.5,386.2,358.3
Queens,2020,3,3454.1,422.7,417.6
Queens,2021,5,3923.6,415.7,413.7
Brooklyn,2020,6,3877.5,549.0,595.6
Brooklyn,2021,11,735.2,98.5,86.2
Brooklyn,2020,10,4840.6,372.6,508.4
Brooklyn,2020,3,3965.2,274.7,427.9
Brooklyn,2020,7,5472.3,404.8,605.0
Brooklyn,2021,4,4195.6,325.0,460.2
Brooklyn,2021,2,3516.5,254.5,380.0
Queens,2020,10,3015.4,455.6,436.2
Queens,2020,2,2440.6,364.4,333.4
Queens,2020,11,2981.1,388.3,382.1
Queens,2021,4,2586.2,389.1,397.2
Queens,2021,11,622.5,89.9,82.1
Bronx,2020,11,2578.3,339.3,382.4
Bronx,2021,9,2507.5,342.6,373.0
Bronx,2021,11,600.3,75.9,79.5
Brooklyn,2020,10,2897.2,363.2,335.0
Brooklyn,2020,2,2306.3,259.5,248.2
Bronx,2020,2,1793.6,101.9,122.4
Brooklyn,2021,11,511.6,24.2,36.6
Bronx,2020,6,1789.9,145.1,177.1
Manhattan,2020,7,4295.8,927.1,758.3
Manhattan,2020,4,2252.6,266.1,337.0
Manhattan,2021,1,2528.5,366.2,334.4
Manhattan,2021,9,2970.3,465.0,327.8
Manhattan,2020,9,1911.4,452.7,325.3
Manhattan,2020,10,2010.9,455.1,322.5
Manhattan,2020,8,2965.8,269.5,271.4
Manhattan,2020,5,2615.5,281.1,298.2
Manhattan,2021,5,2624.7,261.3,259.6
Bronx,2020,11,4266.4,299.1,394.9
Bronx,2021,3,4341.1,326.3,425.0
Brooklyn,2020,10,6226.8,879.7,645.7
Brooklyn,2020,4,4930.4,701.2,633.5
Brooklyn,2020,4,3798.2,398.5,449.9
Manhattan,2020,7,5527.1,591.1,648.2
Manhattan,2021,1,4615.6,496.9,569.3
Manhattan,2021,4,4298.4,483.6,522.4
Manhattan,2020,2,1194.2,257.8,171.0
Manhattan,2021,1,4386.0,1081.5,819.8
Manhattan,2021,7,4657.4,1096.0,715.9
Manhattan,2021,11,1313.1,259.9,173.0
Bronx,2021,1,3402.7,275.2,406.1
Bronx,2021,4,3208.4,235.1,341.0
Manhattan,2021,7,2819.8,663.6,437.2
Manhattan,2021,10,2875.5,592.6,415.4
Manhattan,2020,2,1979.6,247.7,266.3
Manhattan,2020,3,2133.6,242.2,264.4
Manhattan,2020,1,2116.1,286.4,306.2
Manhattan,2021,1,2083.8,314.7,316.4
Manhattan,2020,8,2460.9,280.4,308.9
Manhattan,2021,9,2278.1,326.2,269.1
Brooklyn,2020,9,3246.4,341.9,301.6
Brooklyn,2020,5,3016.8,320.3,303.3
Manhattan,2020,6,2354.0,236.4,217.2
Manhattan,2020,10,2310.5,221.9,196.3
Manhattan,2021,8,2337.2,208.4,179.3
Manhattan,2021,9,2408.8,254.8,191.2
Bronx,2020,6,4286.6,427.7,607.1
Bronx,2020,1,3568.5,308.9,512.6
Manhattan,2020,9,2400.6,471.3,383.2
Manhattan,2021,7,2445.7,610.4,408.6
Manhattan,2020,10,1341.7,434.7,289.9
Manhattan,2020,11,1207.1,325.3,224.3
Brooklyn,2021,1,3132.2,341.4,436.2
Bronx,2020,7,2392.1,208.8,278.8
Bronx,2020,4,1931.7,140.6,235.7
Bronx,2020,11,2187.7,160.8,208.6
Bronx,2020,2,1731.9,118.4,193.5
Bronx,2021,4,1997.2,141.3,172.8
Bronx,2020,10,2473.6,193.8,230.5
Bronx,2021,9,2529.8,218.9,242.9
Brooklyn,2021,1,3250.2,439.8,433.5
Staten,2020,5,7306.6,853.2,988.1
Staten,2021,1,5633.6,874.2,777.7
Staten,2021,7,6478.9,834.3,800.1
Queens,2021,8,5160.2,591.9,671.3
Brooklyn,2021,2,4257.7,426.6,542.2
Queens,2020,7,6957.2,552.2,1164.7
Queens,2020,12,5563.5,578.5,1027.6
Queens,2021,6,7021.3,509.0,1058.0
Bronx,2020,6,4423.5,326.0,497.1
Bronx,2020,2,3262.2,199.7,308.4
Bronx,2021,11,923.5,51.1,78.2
Staten,2020,1,4751.0,650.1,713.9
Bronx,2020,5,3101.6,357.9,567.3
Bronx,2020,7,3095.1,343.1,563.3
Bronx,2021,1,2509.6,363.3,454.7
Bronx,2021,11,605.2,72.9,81.6
Queens,2020,3,5999.5,417.8,829.1
Queens,2021,2,5060.5,406.2,723.7
Queens,2020,3,3937.1,638.0,700.2
Queens,2021,4,3738.7,573.2,593.2
Queens,2021,11,944.9,143.7,139.0
Queens,2020,2,3267.8,367.3,467.4
Queens,2020,12,4198.8,523.5,691.6
Queens,2020,10,4502.7,426.2,711.4
Queens,2020,11,4449.3,400.2,616.7
Queens,2021,11,921.9,107.3,122.0
Brooklyn,2020,11,5117.3,285.9,452.8
Brooklyn,2021,6,5684.1,341.4,528.6
Brooklyn,2021,3,2374.0,580.7,456.0
Brooklyn,2021,8,2252.2,500.5,370.7
Queens,2020,9,5584.6,433.2,625.9
Queens,2020,10,5410.9,446.4,631.2
Queens,2021,3,5383.3,397.6,553.0
Queens,2021,11,1166.4,85.7,110.9
Bronx,2020,1,3496.6,389.0,618.1
Bronx,2020,8,4787.3,433.3,713.8
Bronx,2021,3,4260.8,404.7,638.8
Bronx,2020,4,3577.3,357.6,616.3
Bronx,2021,9,4769.7,408.3,653.1
Staten,2020,2,3418.3,459.3,428.3
Staten,2021,6,5203.1,573.6,697.7
Staten,2021,5,4751.9,511.2,644.9
Queens,2020,5,7243.8,811.1,936.3
Queens,2021,5,7012.6,752.7,783.9
Queens,2021,8,7312.9,753.5,771.5
Queens,2021,10,7536.4,806.3,789.8
Brooklyn,2020,10,5203.5,533.9,505.8
Brooklyn,2020,6,5303.7,559.8,543.8
Brooklyn,2020,7,5241.4,492.8,497.1
Brooklyn,2021,3,5054.1,518.9,479.7
Brooklyn,2021,8,4938.3,485.8,414.5
Brooklyn,2021,5,2147.4,179.1,231.5
Brooklyn,2020,10,2302.1,205.8,255.6
Queens,2020,2,2625.6,370.6,361.8
Queens,2020,7,3550.5,487.1,495.0
Queens,2020,3,2931.5,435.3,445.1
Queens,2021,4,2877.0,404.7,388.6
Queens,2020,12,3207.7,563.5,519.1
Queens,2021,11,718.7,105.4,95.9
Queens,2020,4,3709.4,303.8,473.1
Queens,2020,8,4636.3,376.4,577.7
Queens,2021,3,4330.1,364.1,579.1
Brooklyn,2020,6,6530.9,792.0,442.9
Brooklyn,2020,10,7031.3,783.2,446.2
Brooklyn,2021,10,7284.1,682.5,398.8
Brooklyn,2021,8,5864.3,679.9,338.6
Queens,2020,4,3617.3,346.3,586.7
Queens,2020,5,4517.3,378.6,675.9
Queens,2020,9,4531.6,392.5,611.9
Queens,2021,3,3975.8,384.4,610.8
Queens,2021,9,4387.6,372.6,546.0
Queens,2020,1,2703.6,267.0,279.4
Bronx,2020,10,3477.6,304.2,449.8
Queens,2020,9,3511.2,495.6,520.5
Queens,2020,11,3628.3,445.6,443.3
Queens,2020,11,4010.8,430.4,405.3
Queens,2021,10,4143.6,446.8,393.4
Brooklyn,2020,4,3079.0,480.5,534.7
Brooklyn,2021,6,3908.0,533.0,496.6
Brooklyn,2021,3,3611.7,499.6,507.3
Brooklyn,2021,8,3557.0,466.2,445.0
Brooklyn,2020,11,4805.0,336.9,462.6
Brooklyn,2021,1,4231.1,356.9,502.5
Brooklyn,2021,7,5466.5,368.8,527.7
Queens,2020,9,3133.3,436.8,419.6
Queens,2021,9,3068.1,436.7,400.3
Bronx,2021,5,2389.5,313.9,379.5
Brooklyn,2020,5,2710.3,281.2,305.7
Brooklyn,2020,6,2995.0,379.8,391.6
Brooklyn,2020,7,3096.7,352.7,367.8
Bronx,2021,1,2092.5,164.5,172.2
Bronx,2021,6,2415.0,172.2,176.4
Bronx,2020,10,2307.4,167.6,170.0
Bronx,2021,3,2324.2,176.0,183.1
Brooklyn,2021,7,2791.0,129.4,210.9
Brooklyn,2021,9,2418.5,139.9,197.8
Bronx,2020,8,1767.8,128.0,168.6
Bronx,2021,3,1710.1,123.9,146.9
Manhattan,2020,10,4625.0,1123.8,825.4
Manhattan,2020,1,4683.6,1140.8,859.9
Manhattan,2021,7,4385.4,1064.6,730.4
Manhattan,2020,3,2699.6,305.2,313.6
Manhattan,2020,9,3016.1,392.8,339.8
Manhattan,2020,5,1459.8,297.4,278.8
Manhattan,2021,3,1918.7,479.4,345.6
Manhattan,2021,11,572.6,122.1,76.5
Manhattan,2020,10,2833.9,301.2,293.6
Manhattan,2020,11,2730.2,254.6,238.6
Manhattan,2021,3,2807.6,296.1,285.3
Bronx,2020,4,3837.1,218.4,383.4
Bronx,2020,5,4410.5,321.1,446.0
Bronx,2020,12,4395.5,339.7,405.9
Bronx,2021,5,3946.4,303.5,385.0
Bronx,2021,9,4130.5,319.3,376.9
Brooklyn,2021,8,5442.7,693.2,497.3
Brooklyn,2020,5,4326.4,426.3,465.2
Brooklyn,2021,5,4367.0,443.1,420.7
Brooklyn,2021,10,4536.1,487.6,373.1
Brooklyn,2021,9,4543.0,525.1,440.4
Manhattan,2020,6,5361.5,533.9,585.8
Manhattan,2020,5,4845.6,499.2,582.9
Manhattan,2020,8,5377.0,490.3,556.5
Manhattan,2021,3,5074.6,504.5,553.9
Manhattan,2021,2,4200.4,425.7,471.0
Manhattan,2020,3,1222.5,287.5,194.8
Manhattan,2021,5,1219.4,267.9,172.6
Manhattan,2021,4,4176.3,1050.6,733.7
Manhattan,2021,8,4471.3,962.2,624.7
Bronx,2021,5,3501.7,262.8,386.0
Bronx,2021,11,793.8,51.6,72.9
Manhattan,2020,5,2171.0,282.3,326.1
Manhattan,2020,11,2168.6,240.3,245.4
Manhattan,2021,2,1875.7,227.8,242.3
Manhattan,2020,4,1878.8,221.2,292.4
Manhattan,2021,7,2300.2,298.8,304.0
Brooklyn,2020,4,2777.8,284.9,276.5
Brooklyn,2020,6,3240.9,315.8,292.2
Brooklyn,2020,7,3274.8,360.1,325.4
Brooklyn,2020,2,2630.2,250.3,221.8
Brooklyn,2021,3,3211.2,308.9,278.2
Brooklyn,2021,4,2758.3,316.9,275.5
Manhattan,2020,3,2157.0,204.8,195.6
Bronx,2020,5,4027.1,342.8,527.2
Bronx,2021,3,3978.8,375.5,593.2
Bronx,2021,4,3383.1,346.8,525.7
Bronx,2020,11,3863.3,328.0,504.2
Bronx,2021,11,856.5,71.1,102.3
Manhattan,2020,5,2061.0,420.9,438.2
Manhattan,2020,8,2382.1,430.0,391.8
Manhattan,2021,6,2492.7,514.2,367.9
Manhattan,2021,3,1297.1,363.6,240.1
Manhattan,2021,2,1121.1,322.5,229.1
Brooklyn,2020,9,3728.1,356.8,457.1
Brooklyn,2020,11,3424.2,325.1,412.1
Bronx,2020,10,2207.6,162.1,222.2
Bronx,2021,2,1890.8,141.7,177.6
Bronx,2021,1,2075.5,148.7,200.4
Bronx,2021,6,2405.5,190.4,244.3
Bronx,2021,9,2330.4,166.0,224.3
Bronx,2021,11,535.9,30.1,37.4
Bronx,2020,7,2698.3,243.6,280.7
Bronx,2020,12,2479.2,240.7,270.5
Bronx,2020,5,2532.2,189.9,250.6
Bronx,2021,11,593.1,38.1,47.4
Brooklyn,2020,7,3886.4,456.8,490.4
Brooklyn,2020,11,3469.4,418.1,403.5
Staten,2020,3,5463.3,743.4,707.2
Staten,2020,12,6378.5,1053.5,863.3
Staten,2020,9,6615.1,788.9,818.6
Staten,2021,10,6314.1,639.2,600.6
Staten,2021,11,1340.8,158.7,149.3
Brooklyn,2020,9,5520.2,639.9,617.5
Brooklyn,2020,11,5301.1,568.4,547.4
Brooklyn,2021,1,4938.4,608.5,598.6
Brooklyn,2021,8,5422.6,562.6,528.4
Queens,2021,1,4760.2,688.6,872.8
Queens,2020,11,5513.0,605.1,736.4
Brooklyn,2020,10,6102.5,635.0,732.8
Brooklyn,2020,5,6168.7,599.6,767.5
Brooklyn,2020,11,6116.7,562.4,609.5
Brooklyn,2021,10,6219.2,521.1,600.5
Brooklyn,2021,8,6259.8,534.4,660.4
Queens,2020,1,4520.2,448.6,857.4
Queens,2021,1,4776.5,485.3,901.8
Queens,2020,11,6203.2,466.8,834.6
Queens,2021,7,6745.2,519.9,1039.2
Queens,2021,5,6376.9,444.7,965.7
Queens,2021,11,1276.4,106.7,172.2
Bronx,2020,5,4199.8,274.4,442.9
Bronx,2020,4,3568.1,214.5,376.6
Bronx,2020,11,3985.2,243.5,374.0
Bronx,2021,4,3611.9,265.6,402.9
Bronx,2021,10,4140.3,250.5,381.0
Bronx,2021,8,4071.9,238.4,388.1
Staten,2020,3,4932.1,584.8,688.3
Staten,2021,6,6633.9,683.7,876.2
Bronx,2020,6,3135.3,341.9,580.2
Bronx,2021,7,3022.3,357.5,458.6
Queens,2021,1,6191.4,542.5,949.0
Queens,2020,10,4278.6,689.5,708.0
Queens,2020,12,4219.3,775.6,753.8
Queens,2021,5,4335.1,419.5,605.8
Queens,2021,6,4777.7,486.3,648.8
Queens,2021,10,4325.8,427.2,523.7
Brooklyn,2020,7,5906.2,391.1,614.3
Brooklyn,2020,12,5128.4,392.8,531.6
Brooklyn,2020,6,5753.7,376.3,590.9
Brooklyn,2020,5,5159.9,293.5,493.1
Brooklyn,2021,4,4613.8,285.8,452.7
Brooklyn,2021,8,5357.7,290.3,491.0
Brooklyn,2020,5,2144.7,505.6,473.5
Brooklyn,2020,8,2269.6,503.5,428.5
Brooklyn,2020,12,2336.9,687.6,511.7
Brooklyn,2020,9,2367.9,585.7,448.8
Brooklyn,2021,6,2506.7,581.2,437.1
Brooklyn,2021,5,2242.9,538.1,426.6
Queens,2020,3,4577.8,324.9,483.8
Queens,2021,1,4691.4,448.8,571.3
Queens,2021,4,4767.1,384.0,511.6
Queens,2020,12,5214.1,504.2,637.7
Bronx,2021,10,4408.9,369.3,603.0
Staten,2021,9,5003.4,521.8,634.5
Queens,2020,9,7466.3,809.0,876.2
Queens,2021,7,7617.5,881.8,863.0
Brooklyn,2020,5,4849.4,473.9,465.7
Brooklyn,2020,1,4583.6,488.9,410.3
Brooklyn,2021,5,4887.6,470.0,443.8
Brooklyn,2021,4,1955.9,187.4,233.9
Brooklyn,2021,3,2253.4,204.7,260.2
Brooklyn,2020,11,2136.5,186.6,222.9
Brooklyn,2021,8,2293.4,187.2,238.8
Queens,2020,10,3341.8,468.4,452.9
Queens,2020,6,3485.3,478.1,500.0
Queens,2020,5,3165.6,425.1,486.5
Queens,2021,3,3272.5,461.2,458.9
Queens,2021,6,3505.5,493.1,439.8
Queens,2021,8,3287.7,460.2,400.5
Queens,2020,9,4453.7,377.3,592.7
Queens,2020,12,4227.9,456.7,697.9
Queens,2020,7,4762.7,440.3,605.2
Queens,2021,2,3505.7,317.2,400.6
Queens,2021,9,4396.1,398.9,640.2
Brooklyn,2020,7,5702.8,670.7,412.2
Brooklyn,2021,11,1550.8,162.8,81.2
Queens,2021,2,2844.9,295.0,437.7
Queens,2020,3,3461.1,351.0,515.8
Queens,2020,10,4411.8,405.1,603.2
Queens,2021,8,4363.8,365.4,548.4
Queens,2020,6,3903.7,307.8,382.9
Queens,2020,9,3713.5,278.8,341.9
Queens,2020,11,3268.5,250.5,279.1
Queens,2021,6,3850.4,273.9,307.6
Queens,2021,5,3419.0,254.8,300.2
Brooklyn,2021,1,2419.6,562.5,471.8
Brooklyn,2020,5,2401.4,448.0,463.7
Brooklyn,2021,6,2851.5,569.1,453.1
Brooklyn,2021,5,2587.2,518.5,427.9
Bronx,2021,7,3623.2,341.1,393.0
Bronx,2021,11,757.3,72.5,83.8
Queens,2020,7,3519.5,491.3,544.0
Queens,2020,12,3871.2,549.1,474.1
Brooklyn,2020,12,4839.4,430.8,560.2
Brooklyn,2021,8,5071.0,334.6,496.4
Queens,2020,6,3183.6,445.1,449.1
Queens,2021,2,2340.3,361.7,355.2
Queens,2021,7,3048.8,443.6,417.1
Bronx,2020,10,2557.6,370.7,411.1
Bronx,2021,4,2176.4,288.9,338.7
Bronx,2020,4,2177.5,326.8,419.6
Brooklyn,2021,1,2603.9,342.2,327.2
Brooklyn,2021,2,2298.2,283.0,267.9
Brooklyn,2021,9,2777.7,351.1,315.0
Bronx,2020,3,1971.0,130.1,160.7
Bronx,2020,1,1973.9,118.8,142.0
Brooklyn,2020,10,2461.2,131.5,234.5
Brooklyn,2020,7,2769.8,162.4,246.7
Brooklyn,2021,2,2164.0,88.5,161.8
Bronx,2021,2,1402.9,109.4,133.0
Bronx,2021,10,1646.9,111.5,166.5
Bronx,2021,11,397.6,24.8,31.0
Manhattan,2020,6,4286.0,913.8,774.1
Manhattan,2021,5,4305.1,1018.5,742.9
Manhattan,2020,2,2707.7,308.8,301.4
Manhattan,2020,11,2718.3,318.1,289.2
Manhattan,2021,2,2458.4,324.6,294.9
Manhattan,2020,7,1765.4,363.4,301.4
Manhattan,2020,6,2885.8,306.7,302.7
Manhattan,2020,2,2316.6,229.9,245.6
Manhattan,2021,1,2612.8,293.9,289.6
Manhattan,2021,7,2873.9,289.2,271.3
Bronx,2021,1,3989.2,310.7,404.8
Bronx,2020,8,4577.6,336.1,461.9
Bronx,2021,8,4178.1,326.0,405.2
Brooklyn,2020,3,5676.2,680.3,543.8
Brooklyn,2021,3,6118.5,793.8,569.7
Brooklyn,2021,11,1520.0,161.3,117.8
Brooklyn,2020,7,4746.2,492.5,525.9
Brooklyn,2021,4,4049.7,422.9,390.2
Brooklyn,2021,2,3596.3,382.1,345.2
Brooklyn,2021,8,4550.8,493.1,430.6
Manhattan,2020,2,4166.3,398.2,468.2
Manhattan,2020,4,4258.4,440.4,590.3
Manhattan,2021,7,5116.1,505.5,539.4
Manhattan,2021,6,5257.8,511.8,547.1
Manhattan,2020,8,1256.4,227.3,163.6
Manhattan,2021,3,1243.0,288.3,198.3
Manhattan,2020,9,4808.4,1075.1,751.7
Bronx,2021,6,3809.7,299.0,417.0
Bronx,2021,8,3588.5,258.2,399.3
Manhattan,2020,2,2628.2,526.2,408.4
Manhattan,2020,12,2646.9,632.2,473.5
Manhattan,2020,8,2707.7,444.7,390.6
Manhattan,2021,11,773.9,138.0,92.1
Manhattan,2021,8,2215.8,247.9,237.1
Manhattan,2021,10,2277.2,296.3,274.4
Manhattan,2021,11,515.8,57.5,55.0
Brooklyn,2020,12,3272.2,355.9,316.9
Manhattan,2020,2,2063.2,192.2,181.5
Manhattan,2021,4,2046.1,199.5,182.0
Manhattan,2021,5,2217.2,214.3,194.3
Bronx,2020,7,4304.2,435.2,626.2
Bronx,2020,12,3950.0,427.3,589.9
Bronx,2021,6,4055.1,386.8,597.4
Manhattan,2020,2,2153.0,472.3,382.8
Manhattan,2020,4,1845.2,402.7,427.6
Manhattan,2021,1,2129.4,524.5,433.7
Manhattan,2021,11,657.6,108.8,88.8
Manhattan,2020,2,1285.2,385.4,252.1
Manhattan,2021,7,1317.3,424.5,259.5
Brooklyn,2020,2,2665.1,236.5,349.0
Bronx,2020,5,2190.1,176.9,247.9
Bronx,2020,1,1927.2,165.4,236.9
Bronx,2020,9,2252.3,247.9,315.0
Bronx,2020,3,2216.1,156.9,220.7
Bronx,2020,11,2438.6,170.8,208.8
Bronx,2021,3,2530.2,267.4,271.7
Brooklyn,2021,6,3846.8,464.2,435.1
